,DATE,ALLSKY_SFC_SW_DWN,PRECTOT,RH2M,T2M,T2MDEW,T2M_MAX,T2M_MIN,WS2M
1705,1985-09-02,20.99,0.0,15.97,26.01,-1.75,35.02,18.28,1.85
1706,1985-09-03,21.53,0.0,14.28,26.28,-3.05,35.67,18.89,2.05
1707,1985-09-04,23.72,0.0,13.15,26.11,-4.19,34.75,18.79,2.24
1708,1985-09-05,23.87,0.0,16.24,26.05,-1.68,34.94,18.35,1.55
1709,1985-09-06,23.83,0.0,22.8,25.18,2.34,32.93,18.54,1.7
1710,1985-09-07,20.99,0.0,26.5,24.73,4.08,31.93,19.44,0.93
1711,1985-09-08,19.98,0.0,17.89,24.24,-2.26,32.71,16.39,1.51
1712,1985-09-09,19.26,0.08,25.0,23.79,1.72,32.45,16.37,1.06
1713,1985-09-10,19.15,0.02,24.29,23.75,1.61,32.63,15.67,1.55
1714,1985-09-11,16.24,0.03,30.85,22.85,4.34,28.02,16.97,2.35
1715,1985-09-12,17.71,0.07,35.78,22.44,6.27,28.97,17.49,1.73
1716,1985-09-13,23.29,0.23,26.61,23.5,2.94,32.01,16.6,1.51
1717,1985-09-14,17.96,0.01,20.84,24.68,0.55,34.07,16.75,1.82
1718,1985-09-15,19.58,0.09,19.92,25.57,0.59,34.25,19.53,1.67
1719,1985-09-16,22.21,0.5,28.28,24.61,4.87,32.69,19.18,1.69
1720,1985-09-17,18.29,0.01,26.46,23.14,2.47,31.27,16.51,1.71
1721,1985-09-18,20.12,0.06,29.24,22.71,3.63,30.88,17.16,1.48
1722,1985-09-19,19.73,0.1,34.72,21.39,4.76,28.65,15.7,1.51
1723,1985-09-20,21.42,0.01,30.88,21.67,3.38,29.69,15.62,1.93
1724,1985-09-21,12.56,0.0,27.54,22.14,2.41,30.28,16.65,2.02
1725,1985-09-22,18.58,0.03,29.35,20.48,1.93,27.56,16.47,1.59
1726,1985-09-23,16.02,0.16,40.34,19.44,5.55,25.2,15.08,1.54
1727,1985-09-24,17.64,0.87,49.11,18.43,7.45,25.57,13.66,1.08
1728,1985-09-25,16.96,1.88,46.32,19.63,7.75,27.27,12.76,1.33
1729,1985-09-26,19.01,0.7,44.68,20.91,8.38,28.07,14.51,1.26
1730,1985-09-27,18.5,0.11,33.09,21.91,4.65,29.75,15.21,1.7
1731,1985-09-28,18.4,0.0,29.07,22.23,2.92,30.39,15.97,1.65
1732,1985-09-29,17.14,0.0,23.8,23.2,1.25,32.32,15.01,1.7
1733,1985-09-30,16.16,0.0,23.65,24.26,2.15,32.06,19.13,1.57
1734,1985-10-01,15.16,0.03,31.17,23.05,4.95,29.26,18.68,2.05
1735,1985-10-02,18.68,0.09,38.52,22.22,7.36,29.0,16.26,1.82
1736,1985-10-03,19.01,0.0,41.25,21.69,7.83,30.0,15.21,1.57
1737,1985-10-04,17.57,0.0,40.47,20.91,6.87,28.44,15.42,1.46
1738,1985-10-05,18.76,0.0,42.02,19.33,5.87,26.59,14.12,1.98
1739,1985-10-06,17.68,0.0,28.53,19.14,-0.05,27.79,13.33,1.88
1740,1985-10-07,17.75,0.0,28.44,18.81,-0.13,27.18,12.74,1.65
1741,1985-10-08,18.11,0.0,35.63,17.81,2.17,26.3,10.88,1.57
1742,1985-10-09,16.7,0.0,29.41,17.46,-0.92,25.99,10.71,1.45
1743,1985-10-10,17.28,0.0,23.33,18.67,-2.65,27.15,12.08,1.64
1744,1985-10-11,17.78,0.03,24.72,18.93,-1.77,27.31,11.15,1.8
1745,1985-10-12,17.82,0.01,31.32,18.96,1.53,27.02,12.63,2.09
1746,1985-10-13,18.22,0.01,26.57,19.1,-0.66,26.58,14.14,1.63
1747,1985-10-14,17.14,0.01,30.17,18.52,0.55,26.6,11.71,1.22
1748,1985-10-15,16.78,0.01,34.01,18.44,2.14,26.3,11.74,1.04
1749,1985-10-16,15.8,0.33,41.46,16.87,3.56,24.49,10.39,1.05
1750,1985-10-17,16.42,0.19,39.66,16.78,2.87,23.2,10.31,0.8
1751,1985-10-18,13.0,0.36,36.72,16.59,1.66,23.14,11.34,1.01
1752,1985-10-19,17.53,0.13,38.4,15.7,1.45,22.65,10.81,1.14
1753,1985-10-20,17.1,0.01,34.87,16.11,0.45,24.01,9.78,1.04
1754,1985-10-21,16.38,0.01,29.39,17.5,-0.63,25.42,11.48,1.24
1755,1985-10-22,15.95,0.03,31.86,17.78,0.65,25.88,10.63,1.56
1756,1985-10-23,15.95,0.04,35.96,17.69,2.25,25.0,11.67,1.94
1757,1985-10-24,14.72,0.43,42.37,16.71,3.68,22.85,12.77,1.94
1758,1985-10-25,16.52,0.1,33.73,17.67,1.37,25.37,12.13,1.73
1759,1985-10-26,17.06,0.0,32.8,17.26,0.53,25.73,11.36,1.89
1760,1985-10-27,15.84,0.0,47.76,14.13,2.91,21.18,8.99,1.76
1761,1985-10-28,15.59,0.0,41.94,12.29,-0.7,20.03,6.87,1.43
1762,1985-10-29,16.02,0.0,34.58,11.72,-3.42,19.17,7.35,1.28
1763,1985-10-30,14.29,0.0,35.69,13.02,-1.84,19.54,7.55,1.7
1764,1985-10-31,14.47,0.0,33.45,15.6,-0.48,23.3,9.78,2.05
1765,1985-11-01,14.8,0.0,35.63,14.64,-0.75,22.06,10.11,1.84
1766,1985-11-02,13.21,2.42,62.07,13.02,5.81,18.73,8.52,1.39
1767,1985-11-03,13.36,4.0,71.35,13.99,8.69,21.22,9.92,1.23
1768,1985-11-04,14.33,0.0,49.86,14.1,3.58,21.07,9.75,1.09
1769,1985-11-05,14.72,0.0,49.45,14.93,4.3,21.91,9.95,1.25
1770,1985-11-06,13.86,0.0,44.03,16.71,4.26,25.61,11.76,1.63
1771,1985-11-07,13.82,0.0,27.96,18.22,-0.82,28.3,11.98,1.55
1772,1985-11-08,13.93,0.0,25.59,18.73,-1.46,28.31,12.07,1.25
1773,1985-11-09,13.79,0.0,21.8,17.77,-4.45,27.33,11.19,1.29
1774,1985-11-10,14.0,0.0,33.21,15.73,-0.53,24.59,9.53,1.37
1775,1985-11-11,12.6,0.0,37.27,14.41,-0.17,21.41,9.85,1.4
1776,1985-11-12,9.36,3.25,72.07,11.11,6.03,16.39,7.38,1.75
1777,1985-11-13,12.53,2.69,58.03,11.46,3.41,18.65,6.59,0.82
1778,1985-11-14,6.77,12.25,73.9,9.19,4.67,13.71,6.28,1.21
1779,1985-11-15,11.59,3.02,74.68,8.6,4.16,13.46,6.0,1.37
1780,1985-11-16,8.96,2.26,74.64,7.22,2.83,11.41,4.52,0.83
1781,1985-11-17,12.2,5.38,75.7,6.23,2.13,11.28,2.43,1.03
1782,1985-11-18,13.1,0.34,65.33,7.29,1.13,14.58,2.43,1.51
1783,1985-11-19,9.94,3.61,80.0,7.33,3.9,12.84,2.92,1.6
1784,1985-11-20,8.78,3.39,77.5,8.29,4.31,13.63,5.52,1.37
1785,1985-11-21,12.6,0.38,69.39,7.4,1.85,14.33,3.21,1.06
1786,1985-11-22,12.6,0.01,41.59,7.92,-5.02,16.36,3.14,1.2
1787,1985-11-23,11.23,0.0,25.86,11.14,-7.84,19.07,5.27,1.06
1788,1985-11-24,3.6,5.41,50.98,9.74,-0.5,15.5,5.01,1.25
1789,1985-11-25,9.58,6.56,81.43,9.6,6.42,15.57,5.09,2.76
1790,1985-11-26,8.57,5.88,79.01,9.2,5.55,14.02,6.37,3.21
1791,1985-11-27,8.28,2.52,84.87,8.47,5.88,11.48,4.61,3.31
1792,1985-11-28,14.33,0.2,54.36,8.62,-0.6,17.7,1.96,0.8
1793,1985-11-29,12.96,0.0,49.69,10.31,0.12,18.53,4.67,1.13
1794,1985-11-30,8.53,0.0,66.32,9.81,3.68,15.14,6.08,1.22
1795,1985-12-01,11.56,0.0,52.71,12.47,2.94,20.91,6.7,1.24
1796,1985-12-02,11.48,0.0,41.08,14.19,0.99,22.83,7.36,1.34
1797,1985-12-03,11.23,0.0,39.01,14.14,0.18,22.67,8.49,1.25
1798,1985-12-04,11.52,0.0,46.01,11.87,0.49,20.3,5.8,1.6
1799,1985-12-05,11.23,0.01,55.25,10.38,1.38,18.07,6.17,1.72
1800,1985-12-06,11.48,0.0,61.04,9.34,1.69,17.38,3.55,0.96
1801,1985-12-07,10.8,0.0,59.24,7.2,-0.28,12.34,2.95,1.3
1802,1985-12-08,6.41,1.41,86.7,4.85,2.63,8.69,2.82,1.31
1803,1985-12-09,9.25,1.05,82.79,3.08,0.23,6.91,-0.06,2.85
1804,1985-12-10,12.56,0.04,62.45,2.19,-4.33,10.01,-3.46,1.18
1805,1985-12-11,12.56,0.23,58.46,5.07,-2.75,12.41,-0.25,1.19
1806,1985-12-12,9.83,4.34,84.82,5.42,2.95,11.09,1.98,1.0
1807,1985-12-13,12.24,0.09,51.18,6.39,-3.14,14.96,0.96,1.21
1808,1985-12-14,12.38,0.01,38.98,6.02,-6.9,13.04,0.36,1.45
1809,1985-12-15,12.89,0.01,41.58,6.07,-6.15,14.38,-0.02,1.36
1810,1985-12-16,12.2,0.0,38.28,6.64,-6.73,15.02,1.97,1.28
1811,1985-12-17,5.9,0.0,47.51,5.55,-4.86,10.49,1.48,0.95
1812,1985-12-18,10.15,0.0,45.3,6.42,-4.64,13.41,2.33,1.16
1813,1985-12-19,11.7,0.0,50.29,6.52,-3.17,13.62,2.08,1.05
1814,1985-12-20,12.6,0.0,45.79,7.82,-3.28,15.52,3.26,0.88
1815,1985-12-21,11.09,0.0,49.98,7.41,-2.45,14.39,2.92,1.3
1816,1985-12-22,11.59,0.0,57.27,6.36,-1.56,14.01,2.4,1.11
1817,1985-12-23,9.22,0.29,74.02,5.99,1.54,12.49,2.08,0.95
1818,1985-12-24,11.02,0.0,54.83,8.96,0.22,16.82,3.55,0.82
1819,1985-12-25,10.87,0.0,61.0,7.99,0.84,14.85,4.76,1.26
1820,1985-12-26,9.94,0.0,52.38,8.48,-0.9,15.72,4.62,1.26
1821,1985-12-27,9.18,0.38,50.28,8.59,-1.38,16.08,4.54,1.63
1822,1985-12-28,9.04,2.72,57.6,8.45,0.39,14.24,4.85,3.73
1823,1985-12-29,6.52,19.09,93.21,3.35,2.19,4.5,1.04,2.59
1824,1985-12-30,6.12,8.38,95.1,1.1,0.12,2.7,-0.27,1.8
1825,1985-12-31,9.47,2.64,84.1,2.32,-0.29,8.02,-0.81,1.33
1826,1986-01-01,11.34,2.85,83.16,5.4,2.61,11.04,0.66,0.72
1827,1986-01-02,7.56,2.27,77.97,6.85,3.0,13.79,1.61,1.09
1828,1986-01-03,5.83,9.48,90.51,4.86,3.21,7.67,1.87,1.94
1829,1986-01-04,7.81,5.23,90.73,2.87,1.3,6.7,0.58,1.9
1830,1986-01-05,13.61,0.16,66.73,2.78,-2.98,9.48,-2.39,0.83
1831,1986-01-06,13.32,0.16,61.23,4.77,-2.27,12.92,-0.31,1.03
1832,1986-01-07,10.04,0.24,65.34,4.18,-1.86,10.95,0.31,1.57
1833,1986-01-08,10.33,2.55,83.48,5.12,2.41,11.43,1.76,1.26
1834,1986-01-09,10.33,1.19,82.89,6.43,3.55,12.45,2.62,0.95
1835,1986-01-10,12.89,0.08,50.74,7.05,-3.29,16.08,2.16,1.59
1836,1986-01-11,12.13,0.0,30.24,9.28,-7.54,18.52,3.01,1.53
1837,1986-01-12,11.74,0.0,42.34,9.08,-3.58,17.04,4.68,1.22
1838,1986-01-13,11.41,0.0,41.36,8.7,-4.01,17.31,3.6,1.11
1839,1986-01-14,12.85,0.0,36.76,9.02,-5.6,17.05,4.14,1.04
1840,1986-01-15,11.09,0.0,41.79,8.3,-4.36,16.19,3.93,1.06
1841,1986-01-16,11.81,0.0,50.22,6.18,-3.63,13.1,1.81,1.1
1842,1986-01-17,12.24,0.0,50.65,6.66,-3.08,14.25,2.86,1.12
1843,1986-01-18,12.96,0.0,37.53,8.3,-5.6,17.84,2.49,1.25
1844,1986-01-19,12.35,0.0,45.47,7.15,-3.89,15.7,1.38,1.4
1845,1986-01-20,11.59,0.0,43.95,6.36,-5.1,13.71,1.77,1.0
1846,1986-01-21,11.95,0.0,46.72,7.05,-4.05,14.27,3.31,1.07
1847,1986-01-22,11.16,0.01,75.61,6.0,1.91,12.44,2.21,1.21
1848,1986-01-23,12.64,0.0,56.61,6.17,-2.04,13.71,1.65,1.18
1849,1986-01-24,12.38,0.0,52.0,7.21,-2.21,14.53,2.79,1.23
1850,1986-01-25,12.67,0.0,49.56,7.36,-2.8,14.75,2.33,0.76
1851,1986-01-26,11.88,0.0,57.59,7.25,-0.7,14.22,3.32,1.24
1852,1986-01-27,11.09,0.06,61.63,7.65,0.63,14.15,2.58,1.21
1853,1986-01-28,8.28,2.01,81.71,5.65,2.65,10.44,2.3,1.74
1854,1986-01-29,12.53,1.27,78.81,3.84,0.28,9.28,0.77,1.85
1855,1986-01-30,7.45,5.22,91.89,4.61,3.13,8.61,1.19,3.26
1856,1986-01-31,10.94,9.85,90.36,1.41,-0.22,3.66,-0.29,3.8
1857,1986-02-01,8.53,2.97,86.65,0.6,-1.6,3.93,-1.51,1.73
1858,1986-02-02,5.04,3.88,86.15,1.69,-0.59,6.79,-1.62,1.81
1859,1986-02-03,7.99,7.17,94.38,1.07,0.07,2.63,-0.37,2.58
1860,1986-02-04,11.66,4.2,88.77,2.56,0.66,7.22,0.01,1.5
1861,1986-02-05,11.52,1.52,87.83,2.38,0.36,6.64,0.21,1.49
1862,1986-02-06,7.2,4.19,89.89,1.62,-0.05,4.64,-0.1,1.72
1863,1986-02-07,13.32,1.74,81.8,2.21,-0.78,7.22,-0.71,1.49
1864,1986-02-08,10.8,1.48,87.27,3.17,1.04,8.38,-0.92,1.42
1865,1986-02-09,8.75,3.69,94.49,5.36,4.35,9.3,3.3,1.39
1866,1986-02-10,12.78,2.29,81.96,5.32,2.2,10.93,1.49,0.99
1867,1986-02-11,18.29,0.1,63.15,6.55,-0.14,14.28,1.07,1.03
1868,1986-02-12,17.24,0.04,62.63,7.46,0.7,14.77,2.29,1.14
1869,1986-02-13,15.88,0.0,47.73,8.67,-2.0,16.7,2.9,1.04
1870,1986-02-14,8.78,1.2,60.48,7.59,0.06,14.35,3.65,1.86
1871,1986-02-15,13.61,0.52,73.3,8.82,3.91,14.54,4.43,1.26
1872,1986-02-16,10.76,0.15,64.75,9.75,3.22,17.17,4.23,1.54
1873,1986-02-17,8.17,1.71,86.09,5.85,3.45,9.08,2.39,3.48
1874,1986-02-18,9.97,2.25,88.5,5.05,3.08,9.8,2.2,2.66
1875,1986-02-19,15.05,0.11,71.57,6.9,1.96,14.37,2.13,1.07
1876,1986-02-20,16.49,0.35,74.14,6.96,2.28,13.38,0.68,1.67
1877,1986-02-21,16.06,0.13,77.07,8.67,4.66,15.03,3.11,1.54
1878,1986-02-22,17.28,0.03,57.62,10.51,2.05,20.11,3.74,1.29
1879,1986-02-23,17.82,0.0,42.08,13.46,0.64,22.03,6.73,1.31
1880,1986-02-24,16.88,0.0,44.03,12.67,0.57,20.84,7.1,1.38
1881,1986-02-25,18.97,0.0,44.58,11.54,-0.32,20.03,5.31,1.35
1882,1986-02-26,14.11,0.0,43.0,10.98,-1.34,17.75,6.15,1.27
1883,1986-02-27,16.45,0.14,44.37,11.18,-0.81,18.8,5.48,1.9
1884,1986-02-28,11.66,5.42,55.26,9.11,0.36,16.51,5.54,3.48
1885,1986-03-01,8.14,7.94,86.01,7.54,5.17,11.59,5.16,3.24
1886,1986-03-02,19.26,0.69,65.24,9.22,2.68,16.26,4.49,1.5
1887,1986-03-03,15.62,0.18,58.37,9.76,1.71,18.23,2.88,2.2
1888,1986-03-04,11.88,2.42,80.72,6.7,3.36,11.04,4.0,1.32
1889,1986-03-05,9.32,20.59,81.1,6.05,2.84,9.96,3.8,1.73
1890,1986-03-06,11.56,10.64,88.37,6.28,4.3,10.54,4.08,2.05
1891,1986-03-07,13.39,6.58,76.36,7.49,3.21,13.58,2.09,2.71
1892,1986-03-08,11.7,4.28,83.81,4.27,1.57,8.45,1.53,2.76
1893,1986-03-09,17.75,0.16,66.17,4.86,-1.17,11.59,-1.19,1.3
1894,1986-03-10,18.9,0.0,53.1,6.98,-2.23,14.83,1.87,1.37
1895,1986-03-11,19.8,0.02,43.57,7.93,-4.13,17.23,0.88,1.18
1896,1986-03-12,18.04,0.0,44.49,8.95,-2.94,16.52,2.99,1.35
1897,1986-03-13,15.59,0.08,68.82,7.21,1.46,14.35,2.39,1.5
1898,1986-03-14,19.3,0.0,53.05,8.77,-0.58,18.26,1.06,1.51
1899,1986-03-15,19.19,0.0,43.3,10.59,-1.59,18.34,4.84,1.47
1900,1986-03-16,17.75,0.26,53.35,9.92,0.49,16.96,4.7,1.0
1901,1986-03-17,20.38,1.46,62.57,9.69,2.61,15.82,5.52,1.01
1902,1986-03-18,17.68,0.27,59.87,9.41,1.68,16.57,3.65,1.48
1903,1986-03-19,20.34,0.18,62.57,8.8,1.85,16.49,3.28,1.41
1904,1986-03-20,21.35,0.01,60.86,10.17,2.71,18.16,4.34,1.68
1905,1986-03-21,21.92,0.01,51.1,11.55,1.52,20.03,4.97,1.68
1906,1986-03-22,19.98,0.0,58.12,10.85,2.76,18.81,5.09,1.45
1907,1986-03-23,20.59,0.0,50.72,12.37,2.3,20.47,6.19,1.5
1908,1986-03-24,23.33,0.0,53.32,12.08,2.71,20.05,5.95,1.72
1909,1986-03-25,13.61,0.09,77.16,7.48,3.57,13.27,3.78,1.71
1910,1986-03-26,21.82,0.0,54.19,7.59,-1.42,16.46,-0.24,1.75
1911,1986-03-27,23.18,0.0,36.84,12.58,-2.16,22.43,3.55,1.38
1912,1986-03-28,23.15,0.0,46.11,12.86,1.33,20.89,7.41,1.64
1913,1986-03-29,19.84,0.0,58.67,10.56,2.73,18.21,4.63,1.43
1914,1986-03-30,22.82,0.0,46.42,12.2,0.9,21.4,4.88,1.38
1915,1986-03-31,25.34,0.0,40.73,14.23,0.8,23.69,6.84,1.56
1916,1986-04-01,21.17,0.05,40.54,14.92,1.19,23.85,7.36,1.85
1917,1986-04-02,12.46,5.09,61.25,10.23,2.87,16.48,3.68,2.83
1918,1986-04-03,18.4,4.47,71.62,7.25,2.26,14.04,2.69,2.0
1919,1986-04-04,21.64,0.13,51.11,11.22,1.24,20.64,3.37,1.69
1920,1986-04-05,13.07,5.54,62.85,9.62,2.48,16.57,5.33,1.64
1921,1986-04-06,13.54,11.73,80.46,6.68,3.39,10.77,4.17,3.61
1922,1986-04-07,17.6,12.45,81.21,5.79,2.61,10.18,1.28,2.65
1923,1986-04-08,21.35,0.11,52.93,7.2,-2.15,15.86,-1.09,1.4
1924,1986-04-09,22.5,0.0,47.42,10.02,-0.97,16.41,4.1,0.86
1925,1986-04-10,15.55,8.02,69.06,7.52,1.93,12.52,3.28,2.11
1926,1986-04-11,23.15,0.32,64.76,8.22,1.83,16.02,1.93,1.73
1927,1986-04-12,18.94,0.04,65.05,7.88,1.62,15.29,1.84,1.94
1928,1986-04-13,21.53,1.93,62.58,11.22,4.05,20.05,2.59,0.94
1929,1986-04-14,15.3,2.72,66.44,9.96,3.69,15.69,5.21,2.81
1930,1986-04-15,16.67,2.66,74.49,9.76,5.27,16.33,4.78,2.24
1931,1986-04-16,22.93,0.33,65.82,10.81,4.57,17.23,4.99,1.52
1932,1986-04-17,24.34,0.01,62.19,11.05,4.0,18.72,6.06,1.85
1933,1986-04-18,16.56,4.46,72.58,6.16,1.38,12.18,-1.23,2.78
1934,1986-04-19,27.58,0.01,53.39,5.91,-3.22,15.05,-2.77,1.79
1935,1986-04-20,28.87,0.03,49.94,10.57,0.23,19.29,3.17,1.64
1936,1986-04-21,28.69,0.0,48.88,12.34,1.71,20.36,6.27,1.57
1937,1986-04-22,25.49,0.03,57.04,11.42,2.95,18.74,5.37,1.78
1938,1986-04-23,17.32,0.08,69.37,11.34,5.72,18.12,6.18,1.75
1939,1986-04-24,22.46,0.0,60.94,10.87,3.52,18.71,4.43,1.48
1940,1986-04-25,17.46,0.06,71.95,8.86,3.96,14.49,3.81,2.01
1941,1986-04-26,24.8,0.06,64.15,8.01,1.44,14.65,3.11,2.28
1942,1986-04-27,26.32,0.03,51.97,9.47,-0.16,17.83,0.99,1.53
1943,1986-04-28,29.12,0.03,46.53,11.81,0.56,19.91,5.27,1.72
1944,1986-04-29,26.03,0.01,43.1,13.48,0.76,21.51,6.41,1.35
1945,1986-04-30,25.49,0.3,39.71,16.74,2.54,25.6,8.57,1.12
1946,1986-05-01,24.66,2.39,43.27,16.18,3.1,24.44,9.48,1.49
1947,1986-05-02,24.84,6.47,65.17,13.69,7.02,20.62,8.22,1.56
1948,1986-05-03,14.51,4.28,69.74,11.04,5.56,16.77,6.08,2.42
1949,1986-05-04,26.86,0.17,54.03,10.3,1.29,17.73,3.81,1.5
1950,1986-05-05,25.6,0.02,43.95,14.29,1.95,22.93,6.33,1.43
1951,1986-05-06,24.52,0.02,47.82,15.66,4.38,24.07,8.64,1.54
1952,1986-05-07,23.11,0.39,59.42,15.11,7.12,22.49,8.81,1.71
1953,1986-05-08,27.76,0.06,53.32,17.1,7.29,25.95,8.46,1.46
1954,1986-05-09,25.96,0.05,35.35,19.33,3.09,28.6,10.2,1.97
1955,1986-05-10,23.54,0.19,36.15,20.19,4.17,28.74,12.6,1.35
1956,1986-05-11,25.99,0.25,37.61,20.86,5.38,29.31,13.71,0.95
1957,1986-05-12,27.76,1.86,48.21,18.94,7.5,25.79,14.06,1.29
1958,1986-05-13,28.3,0.37,46.3,19.04,7.11,27.46,12.52,2.21
1959,1986-05-14,22.5,0.0,37.96,18.28,3.01,26.26,11.5,1.67
1960,1986-05-15,26.39,0.0,36.6,18.91,3.21,28.17,10.8,1.48
1961,1986-05-16,30.49,0.0,36.2,20.09,4.17,29.11,12.59,1.53
1962,1986-05-17,27.4,0.0,34.71,22.15,5.25,31.13,14.4,1.12
1963,1986-05-18,28.94,0.0,40.14,21.0,6.5,28.15,14.06,1.87
1964,1986-05-19,26.6,0.0,39.39,21.68,6.78,30.44,15.1,1.45
1965,1986-05-20,26.89,0.0,50.62,19.83,8.97,28.17,13.42,1.71
1966,1986-05-21,27.29,0.05,46.52,19.64,7.4,29.16,11.06,1.26
1967,1986-05-22,21.6,0.08,37.0,22.8,6.79,31.97,14.83,1.47
1968,1986-05-23,13.46,0.02,37.72,23.25,7.67,31.91,15.93,1.34
1969,1986-05-24,25.45,0.0,32.78,24.1,5.54,33.02,15.56,1.34
1970,1986-05-25,27.5,0.07,26.18,24.76,2.81,33.92,15.57,1.55
1971,1986-05-26,20.92,0.09,37.63,23.64,7.56,32.87,15.45,1.56
1972,1986-05-27,26.96,0.08,33.31,23.96,6.25,32.16,17.28,1.77
1973,1986-05-28,26.46,0.15,42.03,21.7,8.04,29.16,16.39,1.26
1974,1986-05-29,27.22,0.59,41.56,21.04,7.37,28.65,14.14,1.89
1975,1986-05-30,28.12,0.1,45.99,19.06,6.96,26.95,12.23,1.63
1976,1986-05-31,28.01,0.59,47.7,18.64,6.89,27.06,10.24,1.21
1977,1986-06-01,22.07,0.3,35.96,19.29,2.77,28.74,10.62,1.75
1978,1986-06-02,20.88,0.51,53.03,17.46,7.0,25.08,10.99,1.78
1979,1986-06-03,22.18,3.41,68.23,14.52,8.36,20.62,10.76,2.05
1980,1986-06-04,22.9,3.02,62.5,16.06,8.64,23.03,9.51,1.71
1981,1986-06-05,19.51,12.6,63.48,16.78,9.4,25.08,10.45,1.39
1982,1986-06-06,18.86,10.14,78.8,13.25,9.53,16.73,10.4,1.7
1983,1986-06-07,19.19,1.39,57.22,17.41,8.67,24.62,9.58,1.38
1984,1986-06-08,26.46,1.03,49.2,20.3,9.08,27.59,12.94,0.88
1985,1986-06-09,26.68,9.76,50.69,19.53,8.27,27.92,12.34,1.61
1986,1986-06-10,25.49,8.85,67.25,16.89,10.51,24.04,11.66,2.1
1987,1986-06-11,27.0,0.91,54.43,19.24,9.61,27.47,11.34,1.85
1988,1986-06-12,29.09,1.22,43.56,22.0,8.75,30.58,13.66,1.5
1989,1986-06-13,29.34,0.1,40.37,23.3,8.9,30.82,16.43,1.78
1990,1986-06-14,29.05,0.01,36.66,22.88,7.03,30.21,16.19,1.66
1991,1986-06-15,27.5,0.18,50.81,20.1,9.5,27.24,13.31,1.82
1992,1986-06-16,27.43,0.49,50.57,19.91,9.25,27.33,12.89,1.68
1993,1986-06-17,28.84,0.96,45.58,20.93,8.61,28.29,15.0,1.27
1994,1986-06-18,17.53,0.72,51.97,20.67,10.22,28.38,14.19,1.19
1995,1986-06-19,18.32,0.34,47.17,21.44,9.19,29.79,14.37,1.16
1996,1986-06-20,14.0,0.05,49.62,19.82,8.5,28.46,13.32,1.7
1997,1986-06-21,27.61,0.04,55.12,17.95,8.59,25.96,11.38,1.99
1998,1986-06-22,29.52,0.11,45.68,19.76,7.45,28.37,11.62,1.84
1999,1986-06-23,29.66,0.11,43.71,20.96,7.84,29.93,13.25,1.47
2000,1986-06-24,29.66,0.04,42.38,21.02,6.71,30.55,13.24,1.4
2001,1986-06-25,31.64,0.0,41.65,20.87,6.75,29.56,12.92,1.25
2002,1986-06-26,28.33,0.0,40.42,20.68,6.26,29.02,12.86,1.73
2003,1986-06-27,29.81,0.0,38.34,21.83,6.29,30.62,13.43,1.6
2004,1986-06-28,30.53,0.0,36.3,23.95,7.68,32.2,16.0,1.82
2005,1986-06-29,29.7,0.0,38.41,21.67,6.54,28.94,14.03,2.21
2006,1986-06-30,30.85,0.0,34.8,21.5,5.09,30.92,12.73,1.92
2007,1986-07-01,29.09,0.0,26.16,24.18,2.6,35.21,14.06,1.42
2008,1986-07-02,28.66,0.0,29.7,24.86,5.2,34.71,16.3,1.4
2009,1986-07-03,27.72,0.0,28.99,25.54,5.21,35.45,17.03,1.88
2010,1986-07-04,26.64,0.0,36.23,25.58,8.9,33.8,18.35,1.78
2011,1986-07-05,27.83,0.0,32.38,26.17,7.72,35.05,18.17,1.48
2012,1986-07-06,28.01,0.0,30.75,27.14,8.01,35.43,19.53,1.71
2013,1986-07-07,26.64,0.0,26.96,28.4,6.93,37.63,20.29,1.54
2014,1986-07-08,29.2,0.0,27.69,28.56,7.59,37.71,20.54,1.34
2015,1986-07-09,28.4,0.0,24.47,28.71,6.0,37.24,21.1,1.54
2016,1986-07-10,26.53,0.04,32.73,25.91,8.12,30.03,21.29,1.76
2017,1986-07-11,26.57,0.01,22.95,28.17,4.8,36.28,21.22,2.16
2018,1986-07-12,28.84,0.0,18.27,26.73,0.19,34.33,18.8,2.22
2019,1986-07-13,28.73,0.0,25.52,23.07,1.77,30.77,15.27,1.85
2020,1986-07-14,27.32,0.05,28.76,24.73,5.13,33.58,15.37,1.45
2021,1986-07-15,28.37,0.0,23.9,27.02,4.26,36.32,17.41,1.04
2022,1986-07-16,27.5,0.0,20.48,27.88,2.8,36.8,19.13,1.37
2023,1986-07-17,27.9,0.0,18.73,27.83,0.87,36.87,19.2,1.59
2024,1986-07-18,28.84,0.0,22.91,28.36,4.82,36.8,20.73,2.02
2025,1986-07-19,28.91,0.0,19.96,28.39,2.53,37.09,21.24,2.08
2026,1986-07-20,28.98,0.0,15.73,27.39,-1.57,36.26,19.82,2.56
2027,1986-07-21,29.12,0.0,21.33,26.29,1.96,34.66,17.78,2.09
2028,1986-07-22,28.76,0.06,18.13,27.53,0.84,36.85,19.12,1.87
2029,1986-07-23,26.71,0.01,23.38,26.86,4.05,35.77,19.16,1.5
2030,1986-07-24,23.76,0.1,25.62,26.59,5.1,34.51,18.53,1.3
2031,1986-07-25,24.19,0.13,31.6,23.66,5.2,30.96,17.16,2.27
2032,1986-07-26,28.04,0.04,28.32,22.1,2.34,29.93,14.33,2.0
2033,1986-07-27,27.61,0.01,19.86,23.97,-0.59,32.71,15.52,1.77
